Gender,Age,AffluenceGrade,LoyaltyCardTenure,OrganicsPurchaseCount,OrganicsPurchaseIndicator,TotalSpend
M,52.0,8.0,7.0,0,0,6053.83
F,64.0,8.0,5.0,0,0,480.0
F,36.0,6.0,3.0,1,1,6000.0
M,50.0,12.0,29.0,1,1,14000.0
M,49.0,8.0,3.0,0,0,20523.44
F,54.0,14.0,6.0,0,0,16000.0
M,76.0,7.0,5.0,0,0,6000.0
F,73.0,11.0,6.0,0,0,4999.05
F,56.0,8.0,21.0,0,0,10300.0
F,74.0,4.0,14.0,0,0,12000.0
M,51.0,9.0,10.0,0,0,50.0
F,50.0,6.0,6.0,0,0,12000.0
F,51.0,9.0,2.0,0,0,10600.0
F,38.0,4.0,7.0,1,1,6053.35
M,58.0,6.0,9.0,0,0,3780.0
F,35.0,7.0,9.0,1,1,125.0
F,58.0,8.0,5.0,0,0,1000.0
F,73.0,6.0,9.0,0,0,27158.67
M,62.0,12.0,8.0,0,0,12000.0
F,53.0,10.0,4.0,0,0,5000.0
F,60.0,6.0,14.0,0,0,1750.0
F,76.0,12.0,9.0,1,1,6000.0
M,67.0,6.0,4.0,0,0,7741.46
F,70.0,16.0,8.0,1,1,6000.01
F,71.0,5.0,12.0,0,0,3000.0
F,35.0,11.0,5.0,1,1,420.0
F,48.0,10.0,13.0,0,0,6000.0
M,30.0,6.0,10.0,1,1,2000.0
M,58.0,11.0,8.0,0,0,18000.0
M,52.0,6.0,13.0,0,0,1000.0
M,68.0,11.0,32.0,0,0,7500.0
M,55.0,10.0,4.0,0,0,21107.64
M,74.0,14.0,2.0,1,1,1000.0
F,55.0,9.0,3.0,0,0,20353.6
F,59.0,9.0,4.0,0,0,30000.0
F,77.0,11.0,8.0,1,1,12000.0
M,49.0,11.0,5.0,0,0,4000.0
F,39.0,11.0,8.0,0,0,12000.0
F,58.0,13.0,8.0,2,1,8000.0
F,75.0,11.0,8.0,0,0,4842.12
F,60.0,8.0,5.0,0,0,3500.0
M,64.0,7.0,5.0,0,0,3000.0
M,78.0,8.0,8.0,0,0,12000.0
M,68.0,5.0,7.0,0,0,7052.66
F,69.0,7.0,7.0,0,0,14000.0
F,59.0,21.0,6.0,2,1,6107.64
M,65.0,4.0,2.0,0,0,4000.0
F,51.0,4.0,9.0,0,0,1.54
M,66.0,9.0,2.0,0,0,6000.0
F,58.0,9.0,4.0,0,0,1420.0
F,62.0,7.0,8.0,0,0,12000.0
F,68.0,8.0,6.0,0,0,25000.0
F,48.0,8.0,10.0,0,0,5000.0
M,43.0,8.0,11.0,0,0,9211.91
F,43.0,5.0,10.0,0,0,100.0
F,77.0,5.0,2.0,0,0,12000.0
M,52.0,10.0,8.0,0,0,9107.64
F,39.0,8.0,4.0,0,0,6200.0
F,27.0,7.0,4.0,1,1,600.0
F,54.0,5.0,18.0,0,0,1000.0
F,51.0,8.0,13.0,1,1,1500.0
M,74.0,14.0,2.0,0,0,6000.0
F,63.0,8.0,11.0,0,0,8500.0
F,60.0,8.0,10.0,1,1,2650.54
M,43.0,9.0,8.0,1,1,1100.0
M,54.0,5.0,3.0,0,0,10000.0
M,65.0,6.0,8.0,0,0,2000.0
F,71.0,4.0,4.0,0,0,3000.0
F,43.0,9.0,8.0,1,1,50.01
F,67.0,5.0,4.0,0,0,10000.0
F,37.0,15.0,8.0,1,1,3000.0
F,38.0,9.0,4.0,1,1,3300.0
F,48.0,9.0,2.0,0,0,12000.0
F,31.0,9.0,12.0,1,1,60.0
F,42.0,7.0,9.0,0,0,300.0
F,61.0,17.0,9.0,1,1,2000.0
M,64.0,14.0,4.0,1,1,1500.0
M,72.0,7.0,9.0,0,0,9000.0
F,58.0,7.0,5.0,0,0,2000.0
F,60.0,7.0,4.0,0,0,6000.0
F,58.0,14.0,13.0,0,0,6000.0
M,64.0,6.0,5.0,0,0,2500.0
M,69.0,10.0,2.0,0,0,6000.0
F,65.0,7.0,14.0,0,0,2400.0
F,22.0,12.0,4.0,1,1,960.0
M,46.0,13.0,8.0,0,0,2000.01
M,51.0,9.0,7.0,0,0,1250.01
F,45.0,13.0,11.0,0,0,18088.81
F,67.0,6.0,14.0,1,1,4000.0
F,65.0,9.0,8.0,0,0,6105.32
F,69.0,6.0,8.0,0,0,500.01
F,56.0,10.0,2.0,0,0,6000.0
F,66.0,5.0,6.0,0,0,5000.0
F,64.0,9.0,4.0,0,0,24078.34
F,51.0,14.0,3.0,0,0,3000.0
M,55.0,7.0,7.0,0,0,6000.0
M,66.0,6.0,8.0,0,0,41078.35
F,59.0,7.0,12.0,0,0,54219.13
F,66.0,3.0,9.0,0,0,10919.71
F,65.0,7.0,2.0,0,0,12000.0
F,52.0,8.0,4.0,0,0,6000.0
F,54.0,7.0,4.0,1,1,3401.6
M,51.0,7.0,8.0,0,0,500.0
F,59.0,10.0,4.0,0,0,10000.0
F,67.0,4.0,9.0,0,0,15861.88
F,67.0,10.0,8.0,0,0,12100.0
F,74.0,7.0,4.0,0,0,3000.0
F,43.0,13.0,9.0,1,1,25900.0
M,31.0,9.0,8.0,0,0,10000.0
F,42.0,5.0,4.0,0,0,6000.0
F,42.0,13.0,3.0,1,1,1000.0
F,62.0,17.0,6.0,1,1,2500.0
F,68.0,14.0,13.0,0,0,18053.35
M,56.0,7.0,9.0,0,0,6000.0
F,63.0,10.0,8.0,0,0,8400.0
F,34.0,11.0,5.0,1,1,1000.0
M,34.0,10.0,4.0,0,0,50.0
M,63.0,8.0,8.0,0,0,300.01
M,56.0,12.0,2.0,0,0,6000.0
F,65.0,6.0,2.0,0,0,2500.0
F,59.0,2.0,6.0,0,0,12053.35
F,60.0,7.0,11.0,1,1,6000.0
F,37.0,12.0,4.0,1,1,600.0
M,36.0,12.0,3.0,0,0,500.0
F,72.0,3.0,5.0,0,0,3500.0
M,67.0,7.0,5.0,0,0,69053.35
F,31.0,10.0,8.0,0,0,2000.0
M,76.0,9.0,26.0,0,0,500.0
F,58.0,7.0,7.0,0,0,3000.0
F,69.0,11.0,3.0,1,1,20567.11
F,66.0,5.0,2.0,0,0,6000.0
F,49.0,4.0,6.0,0,0,4200.0
F,78.0,9.0,7.0,0,0,18160.99
F,56.0,7.0,7.0,0,0,2000.0
F,39.0,7.0,8.0,0,0,500.0
M,51.0,6.0,7.0,0,0,3534.1
F,37.0,12.0,6.0,1,1,4000.0
F,74.0,8.0,12.0,0,0,1950.4
F,38.0,12.0,9.0,1,1,50.01
F,33.0,7.0,3.0,0,0,1000.0
F,49.0,7.0,4.0,0,0,6000.0
F,71.0,9.0,13.0,0,0,3000.0
F,60.0,11.0,8.0,0,0,3000.0
F,25.0,11.0,3.0,1,1,900.0
M,63.0,6.0,14.0,0,0,1450.45
F,72.0,6.0,4.0,0,0,10000.0
F,53.0,14.0,5.0,2,1,4000.0
M,78.0,5.0,6.0,0,0,1250.0
F,48.0,10.0,5.0,1,1,1900.0
M,64.0,11.0,5.0,0,0,1000.0
M,73.0,9.0,9.0,0,0,500.0
M,74.0,7.0,4.0,0,0,10000.0
F,77.0,11.0,6.0,0,0,7553.35
F,48.0,8.0,9.0,0,0,2804.53
F,33.0,6.0,4.0,0,0,4000.01
F,46.0,6.0,11.0,0,0,100.0
F,65.0,12.0,3.0,1,1,6000.0
M,65.0,7.0,9.0,0,0,2000.0
F,65.0,4.0,6.0,0,0,3000.0
M,42.0,8.0,10.0,0,0,600.0
F,46.0,9.0,2.0,1,1,1500.0
F,39.0,10.0,5.0,1,1,3000.0
M,48.0,6.0,7.0,0,0,12106.7
M,73.0,7.0,2.0,1,1,6000.0
M,74.0,14.0,13.0,0,0,8000.0
F,51.0,3.0,7.0,0,0,2949.51
M,74.0,7.0,3.0,1,1,12000.0
F,62.0,8.0,9.0,0,0,1000.0
M,49.0,9.0,3.0,0,0,9600.0
F,56.0,9.0,3.0,0,0,1697.03
F,55.0,10.0,31.0,1,1,1000.0
F,32.0,8.0,10.0,1,1,50.01
F,77.0,8.0,12.0,1,1,33934.25
F,55.0,8.0,8.0,0,0,3000.0
F,45.0,12.0,5.0,0,0,1229.23
F,43.0,10.0,8.0,1,1,29055.32
F,37.0,11.0,11.0,1,1,3000.0
M,78.0,5.0,31.0,0,0,6000.0
M,60.0,6.0,8.0,0,0,1000.0
F,75.0,5.0,2.0,0,0,6000.0
F,54.0,19.0,5.0,0,0,6053.35
M,61.0,5.0,5.0,0,0,600.0
F,30.0,7.0,5.0,1,1,1620.0
F,71.0,7.0,6.0,1,1,3500.0
F,79.0,3.0,5.0,0,0,6053.34
F,51.0,6.0,4.0,0,0,420.0
F,50.0,5.0,8.0,0,0,420.0
F,55.0,10.0,13.0,0,0,9000.0
F,61.0,4.0,16.0,0,0,2400.0
M,61.0,6.0,7.0,0,0,6107.64
M,56.0,9.0,8.0,0,0,2800.0
F,55.0,12.0,3.0,1,1,20015.72
M,66.0,13.0,9.0,0,0,6000.0
M,61.0,4.0,8.0,0,0,5000.01
F,66.0,10.0,12.0,0,0,6000.0
F,36.0,9.0,8.0,1,1,1420.01
F,47.0,11.0,5.0,0,0,3000.0
M,72.0,9.0,6.0,0,0,5000.0
M,49.0,8.0,2.0,0,0,12000.0
M,77.0,13.0,12.0,0,0,180.0
F,33.0,13.0,5.0,1,1,1575.0
F,63.0,7.0,8.0,0,0,12000.0
F,32.0,7.0,5.0,0,0,41000.0
F,75.0,10.0,9.0,0,0,3000.0
M,77.0,11.0,13.0,0,0,13500.0
M,74.0,7.0,9.0,0,0,14119.0
F,53.0,24.0,10.0,2,1,9500.0
F,73.0,2.0,11.0,0,0,9000.0
F,64.0,4.0,2.0,0,0,6000.0
F,73.0,5.0,9.0,0,0,500.0
F,73.0,11.0,25.0,1,1,4419.56
M,34.0,9.0,5.0,0,0,2000.0
M,48.0,5.0,5.0,0,0,1000.0
F,59.0,4.0,5.0,0,0,9000.0
F,53.0,9.0,15.0,0,0,2500.0
F,71.0,15.0,12.0,1,1,4000.0
F,41.0,7.0,4.0,1,1,6000.0
F,72.0,9.0,14.0,0,0,3000.0
M,71.0,7.0,8.0,0,0,12000.0
F,53.0,15.0,4.0,0,0,6000.0
F,60.0,8.0,7.0,0,0,420.0
M,63.0,7.0,4.0,0,0,6000.0
M,47.0,14.0,7.0,0,0,12000.0
F,54.0,14.0,10.0,0,0,100.0
M,59.0,3.0,5.0,1,1,1000.0
M,61.0,9.0,3.0,0,0,20639.17
M,62.0,8.0,3.0,0,0,12000.0
F,33.0,15.0,9.0,1,1,360.0
M,31.0,13.0,3.0,2,1,6000.0
F,52.0,10.0,5.0,0,0,6053.35
F,46.0,10.0,12.0,0,0,1000.0
F,40.0,6.0,5.0,0,0,1200.01
F,34.0,14.0,6.0,1,1,1000.0
F,53.0,8.0,7.0,0,0,6000.0
M,36.0,13.0,9.0,1,1,800.0
M,65.0,6.0,8.0,0,0,31065.0
F,56.0,10.0,6.0,0,0,5000.0
M,50.0,8.0,10.0,0,0,6000.0
M,63.0,7.0,5.0,0,0,1000.0
F,72.0,8.0,30.0,0,0,200.0
F,70.0,5.0,28.0,0,0,2000.0
M,74.0,7.0,21.0,0,0,3000.0
M,63.0,8.0,6.0,0,0,3000.0
M,35.0,4.0,6.0,0,0,2000.0
F,75.0,6.0,16.0,0,0,6105.32
F,67.0,14.0,8.0,1,1,3000.0
F,45.0,14.0,8.0,0,0,50.01
M,42.0,10.0,9.0,0,0,300.0
F,40.0,15.0,4.0,0,0,1000.0
F,30.0,3.0,9.0,1,1,12300.0
M,62.0,8.0,9.0,0,0,1000.0
F,50.0,6.0,5.0,0,0,6035.35
F,65.0,8.0,16.0,0,0,500.0
F,77.0,12.0,10.0,1,1,6168.13
F,66.0,9.0,11.0,0,0,12869.97
F,58.0,5.0,4.0,0,0,9000.0
F,30.0,13.0,9.0,1,1,2400.0
M,46.0,5.0,4.0,0,0,9100.0
F,56.0,5.0,5.0,0,0,6053.35
F,76.0,10.0,8.0,0,0,12000.0
F,41.0,9.0,6.0,0,0,12000.0
F,63.0,12.0,4.0,1,1,10000.0
M,55.0,5.0,9.0,0,0,500.0
F,36.0,10.0,2.0,1,1,5000.0
F,54.0,8.0,8.0,0,0,9000.0
F,35.0,6.0,5.0,0,0,1000.0
M,68.0,4.0,8.0,0,0,2000.0
F,34.0,8.0,8.0,0,0,500.0
M,50.0,8.0,7.0,0,0,6105.32
F,73.0,15.0,6.0,0,0,2000.0
M,39.0,13.0,4.0,1,1,1600.0
M,69.0,8.0,7.0,0,0,19105.32
F,47.0,8.0,7.0,1,1,6000.01
F,47.0,6.0,7.0,0,0,12106.69
M,66.0,7.0,5.0,0,0,12000.0
F,60.0,15.0,2.0,0,0,2000.0
F,74.0,2.0,18.0,0,0,1271.22
F,76.0,15.0,6.0,0,0,6053.35
M,43.0,7.0,7.0,1,1,8088.46
M,51.0,5.0,9.0,0,0,550.0
M,60.0,6.0,4.0,0,0,10000.0
M,48.0,8.0,2.0,0,0,3000.0
F,79.0,9.0,7.0,0,0,10220.18
F,71.0,5.0,11.0,0,0,3691.85
M,57.0,12.0,5.0,0,0,12000.0
F,71.0,6.0,12.0,0,0,2500.0
F,63.0,11.0,10.0,0,0,10750.0
F,59.0,13.0,3.0,1,1,3000.0
M,50.0,17.0,5.0,2,1,2000.0
M,55.0,13.0,5.0,0,0,600.0
F,39.0,10.0,5.0,1,1,1000.0
F,63.0,7.0,2.0,0,0,6000.0
F,75.0,9.0,11.0,0,0,1000.0
M,53.0,12.0,11.0,0,0,25.0
M,70.0,10.0,5.0,0,0,24741.46
F,59.0,14.0,13.0,0,0,28113.08
M,64.0,11.0,2.0,1,1,12000.0
M,71.0,5.0,18.0,0,0,10070.56
F,61.0,9.0,5.0,0,0,3185.2
M,77.0,8.0,5.0,0,0,3000.0
F,76.0,9.0,7.0,0,0,6053.35
F,70.0,9.0,5.0,0,0,9000.0
F,39.0,15.0,2.0,1,1,12000.0
F,60.0,13.0,9.0,0,0,3000.0
F,61.0,8.0,14.0,1,1,3000.0
M,59.0,10.0,8.0,0,0,6000.01
F,65.0,3.0,17.0,0,0,6000.0
F,38.0,34.0,9.0,3,1,400.0
F,64.0,7.0,17.0,0,0,6000.0
F,35.0,6.0,8.0,1,1,300.0
F,44.0,5.0,6.0,0,0,6053.35
F,66.0,12.0,6.0,0,0,10071.13
F,57.0,13.0,3.0,0,0,6000.0
M,75.0,3.0,4.0,0,0,1500.48
F,36.0,9.0,8.0,0,0,3000.0
F,66.0,11.0,4.0,0,0,1000.0
F,72.0,11.0,20.0,1,1,3000.0
M,75.0,12.0,8.0,1,1,3000.0
M,70.0,9.0,7.0,1,1,6052.66
F,61.0,10.0,22.0,1,1,31053.34
F,58.0,7.0,9.0,0,0,1000.0
F,72.0,4.0,5.0,0,0,720.0
M,73.0,3.0,4.0,0,0,1000.0
M,63.0,3.0,4.0,0,0,1000.0
F,61.0,9.0,7.0,0,0,6053.35
F,63.0,8.0,4.0,0,0,6053.34
F,64.0,15.0,9.0,0,0,4000.0
F,58.0,6.0,10.0,0,0,500.0
M,66.0,10.0,31.0,0,0,12000.0
F,44.0,16.0,23.0,1,1,2500.0
F,55.0,15.0,6.0,0,0,51053.35
M,34.0,9.0,14.0,1,1,13058.45
M,67.0,6.0,15.0,0,0,1000.0
M,53.0,23.0,16.0,2,1,17553.35
F,60.0,7.0,8.0,0,0,9000.0
F,75.0,10.0,5.0,0,0,1090.0
F,55.0,10.0,4.0,0,0,6053.34
M,60.0,9.0,4.0,0,0,5000.0
F,64.0,13.0,9.0,1,1,3000.0
F,70.0,6.0,4.0,1,1,10000.0
M,48.0,7.0,3.0,0,0,85.0
F,77.0,11.0,11.0,0,0,500.0
F,70.0,8.0,8.0,0,0,12000.0
F,39.0,14.0,11.0,1,1,1100.0
F,65.0,9.0,7.0,1,1,6052.66
F,54.0,11.0,4.0,0,0,6000.0
F,65.0,5.0,4.0,0,0,1500.0
M,50.0,5.0,9.0,0,0,6600.0
F,65.0,4.0,11.0,1,1,4000.0
M,70.0,6.0,2.0,0,0,3000.0
M,67.0,7.0,4.0,0,0,7000.0
F,68.0,9.0,2.0,0,0,10884.25
F,79.0,8.0,12.0,0,0,1000.0
M,41.0,8.0,5.0,0,0,6000.0
F,63.0,8.0,32.0,1,1,12053.34
F,71.0,3.0,4.0,1,1,6053.34
F,63.0,8.0,17.0,0,0,1808.88
M,77.0,11.0,8.0,0,0,30000.0
F,59.0,5.0,5.0,0,0,6000.0
F,65.0,9.0,4.0,1,1,4000.0
M,40.0,9.0,6.0,0,0,7000.0
F,39.0,8.0,9.0,1,1,1200.0
F,76.0,6.0,8.0,0,0,4884.25
F,51.0,14.0,8.0,1,1,3000.0
M,66.0,15.0,9.0,1,1,5106.38
F,50.0,10.0,4.0,0,0,500.0
M,68.0,8.0,8.0,0,0,1000.0
M,58.0,4.0,11.0,0,0,3000.0
F,48.0,7.0,7.0,0,0,6000.01
F,79.0,12.0,17.0,0,0,12053.35
M,71.0,6.0,4.0,0,0,10000.0
F,44.0,10.0,8.0,0,0,420.0
M,64.0,6.0,10.0,0,0,360.0
F,51.0,3.0,4.0,0,0,30000.0
F,61.0,8.0,4.0,0,0,1000.0
F,66.0,4.0,17.0,0,0,6000.0
M,73.0,5.0,11.0,0,0,4842.12
F,37.0,14.0,7.0,3,1,100.0
F,76.0,8.0,11.0,0,0,3000.0
M,70.0,4.0,14.0,0,0,2500.0
F,50.0,8.0,2.0,0,0,6000.0
F,66.0,6.0,6.0,0,0,6053.35
F,37.0,6.0,6.0,1,1,13000.0
M,57.0,7.0,8.0,0,0,600.0
F,37.0,13.0,6.0,1,1,6053.34
F,46.0,24.0,4.0,2,1,2000.0
M,74.0,6.0,21.0,0,0,42000.0
F,67.0,5.0,3.0,0,0,19966.09
F,58.0,6.0,6.0,0,0,600.0
M,67.0,10.0,7.0,1,1,9000.0
F,66.0,5.0,6.0,0,0,2000.0
F,72.0,8.0,7.0,0,0,24158.67
M,63.0,6.0,5.0,0,0,6053.34
M,70.0,8.0,4.0,0,0,1250.0
F,74.0,6.0,6.0,0,0,2000.0
F,60.0,7.0,6.0,1,1,12053.34
F,59.0,14.0,3.0,0,0,20357.18
M,54.0,7.0,5.0,0,0,6000.0
F,35.0,6.0,8.0,1,1,3000.0
M,71.0,9.0,2.0,0,0,6000.0
F,65.0,6.0,25.0,0,0,24000.0
F,66.0,13.0,14.0,0,0,2733.83
F,59.0,8.0,9.0,0,0,9000.01
F,65.0,10.0,6.0,0,0,6000.0
M,24.0,8.0,7.0,1,1,2035.88
F,69.0,11.0,4.0,0,0,6000.0
F,64.0,6.0,8.0,0,0,12000.0
F,60.0,5.0,5.0,0,0,1526.99
F,67.0,2.0,8.0,0,0,12000.0
F,53.0,5.0,9.0,0,0,500.0
M,78.0,8.0,5.0,0,0,20000.0
F,72.0,7.0,4.0,0,0,10000.0
F,71.0,11.0,10.0,0,0,960.0
M,57.0,14.0,5.0,0,0,1000.0
F,56.0,9.0,8.0,0,0,9000.0
F,66.0,11.0,5.0,0,0,6000.0
F,41.0,5.0,8.0,1,1,50.01
F,66.0,11.0,14.0,1,1,6655.53
F,69.0,5.0,5.0,0,0,6000.0
M,64.0,9.0,21.0,1,1,2149.55
F,50.0,7.0,2.0,0,0,6000.0
F,35.0,11.0,8.0,1,1,99.31
F,54.0,10.0,11.0,0,0,360.0
F,77.0,8.0,2.0,0,0,6000.0
M,61.0,12.0,9.0,0,0,11000.0
F,56.0,12.0,4.0,0,0,3000.0
F,46.0,3.0,12.0,0,0,250.0
F,37.0,18.0,9.0,2,1,50.0
F,65.0,8.0,2.0,0,0,2850.0
F,70.0,13.0,6.0,0,0,1000.0
M,72.0,14.0,4.0,1,1,1400.0
F,52.0,8.0,11.0,0,0,6500.0
F,72.0,5.0,9.0,0,0,3000.01
M,70.0,6.0,2.0,0,0,3463.5
F,64.0,11.0,6.0,0,0,1000.0
F,40.0,7.0,6.0,0,0,50.0
F,70.0,7.0,4.0,0,0,1000.0
F,62.0,10.0,9.0,1,1,1500.0
M,48.0,10.0,6.0,0,0,1500.0
M,65.0,14.0,11.0,0,0,11693.35
F,68.0,8.0,5.0,0,0,5000.0
M,65.0,8.0,8.0,0,0,9000.0
F,56.0,7.0,5.0,1,1,1000.0
F,43.0,13.0,3.0,1,1,5000.0
M,56.0,9.0,2.0,0,0,6000.0
F,66.0,12.0,15.0,0,0,3000.0
M,62.0,6.0,4.0,0,0,5000.0
F,68.0,8.0,10.0,1,1,50.0
F,63.0,9.0,4.0,1,1,15000.0
M,42.0,11.0,9.0,0,0,6000.01
F,67.0,9.0,8.0,1,1,15200.0
M,53.0,7.0,9.0,0,0,3000.0
F,40.0,13.0,8.0,2,1,480.01
F,63.0,13.0,4.0,0,0,6000.0
F,63.0,10.0,3.0,0,0,20633.08
F,61.0,12.0,11.0,0,0,60.0
M,36.0,12.0,19.0,1,1,6000.0
F,42.0,17.0,8.0,2,1,3000.0
M,77.0,10.0,13.0,0,0,5000.0
F,66.0,9.0,8.0,1,1,3000.0
F,52.0,9.0,11.0,0,0,6000.0
F,59.0,9.0,14.0,0,0,36000.0
F,52.0,10.0,6.0,0,0,6053.35
F,62.0,10.0,22.0,0,0,1980.0
F,53.0,8.0,26.0,0,0,5000.0
F,64.0,8.0,12.0,0,0,6000.0
F,61.0,7.0,5.0,0,0,4000.0
F,66.0,12.0,8.0,0,0,760.49
F,60.0,8.0,32.0,0,0,3000.0
F,59.0,7.0,6.0,0,0,3000.0
F,45.0,13.0,8.0,2,1,3000.0
M,69.0,11.0,6.0,0,0,5000.0
F,78.0,8.0,5.0,0,0,4000.0
F,78.0,9.0,8.0,0,0,2000.0
F,56.0,4.0,26.0,0,0,22158.67
F,51.0,7.0,4.0,0,0,6000.0
F,47.0,9.0,8.0,0,0,3000.0
F,46.0,5.0,5.0,0,0,1500.0
M,44.0,7.0,12.0,0,0,18000.0
M,34.0,15.0,4.0,1,1,480.0
F,62.0,7.0,8.0,0,0,8000.0
F,56.0,5.0,9.0,0,0,800.0
M,71.0,7.0,6.0,0,0,3000.0
F,64.0,8.0,12.0,0,0,5500.0
M,63.0,7.0,3.0,0,0,50.0
F,65.0,9.0,4.0,0,0,10000.0
M,72.0,7.0,7.0,0,0,6053.35
F,40.0,14.0,5.0,1,1,1200.0
F,68.0,11.0,16.0,1,1,12000.0
F,53.0,6.0,2.0,0,0,6000.0
F,65.0,10.0,4.0,0,0,2600.0
F,76.0,7.0,8.0,0,0,11400.0
M,77.0,6.0,2.0,0,0,12000.0
M,78.0,9.0,8.0,0,0,6000.0
M,61.0,8.0,11.0,1,1,250.0
F,61.0,9.0,4.0,0,0,3000.0
M,64.0,9.0,8.0,0,0,3000.0
F,36.0,11.0,3.0,1,1,4000.0
F,30.0,8.0,4.0,0,0,1000.0
F,71.0,5.0,7.0,0,0,12212.96
F,61.0,4.0,9.0,0,0,2500.0
M,66.0,9.0,3.0,1,1,6000.0
M,77.0,4.0,9.0,0,0,18053.35
F,46.0,8.0,4.0,0,0,12500.0
F,77.0,7.0,4.0,0,0,6000.0
F,50.0,7.0,7.0,0,0,12105.32
F,51.0,7.0,8.0,0,0,2000.0
F,51.0,12.0,9.0,0,0,6000.0
M,64.0,14.0,11.0,0,0,35000.0
M,65.0,4.0,2.0,0,0,5000.0
M,46.0,9.0,12.0,0,0,5492.43
F,37.0,12.0,4.0,1,1,2714.07
F,49.0,13.0,4.0,0,0,25000.0
F,75.0,8.0,3.0,0,0,29479.27
M,52.0,17.0,9.0,1,1,3000.0
F,30.0,12.0,3.0,1,1,4500.0
M,53.0,11.0,8.0,2,1,1000.01
F,78.0,6.0,38.0,0,0,6340.0
F,71.0,10.0,12.0,0,0,3000.01
M,35.0,13.0,6.0,1,1,12053.34
M,66.0,7.0,4.0,0,0,12000.0
F,44.0,9.0,5.0,1,1,6053.35
F,30.0,20.0,4.0,2,1,600.0
F,63.0,10.0,7.0,1,1,6107.64
F,67.0,12.0,3.0,0,0,20533.84
F,54.0,6.0,11.0,0,0,13000.0
F,51.0,9.0,2.0,0,0,6000.0
F,43.0,4.0,5.0,1,1,4000.0
M,69.0,6.0,9.0,0,0,600.0
M,58.0,8.0,6.0,0,0,6053.35
M,70.0,10.0,11.0,0,0,4000.0
M,63.0,8.0,3.0,0,0,20781.19
F,75.0,5.0,16.0,0,0,1000.0
M,45.0,3.0,5.0,0,0,900.01
F,49.0,17.0,2.0,2,1,100.0
M,64.0,5.0,9.0,0,0,1200.0
F,33.0,7.0,11.0,1,1,1000.0
M,60.0,7.0,2.0,0,0,6000.0
M,67.0,6.0,2.0,0,0,6000.0
M,51.0,10.0,8.0,0,0,500.0
F,67.0,9.0,4.0,0,0,5000.0
F,39.0,3.0,7.0,0,0,6000.0
M,63.0,10.0,12.0,0,0,11000.0
F,45.0,11.0,10.0,2,1,15050.0
M,48.0,7.0,10.0,0,0,2000.0
M,59.0,8.0,11.0,0,0,1636.09
M,54.0,13.0,2.0,0,0,1500.0
F,51.0,17.0,3.0,2,1,20572.29
F,50.0,6.0,6.0,0,0,3500.0
M,68.0,5.0,4.0,0,0,6000.0
F,57.0,16.0,5.0,1,1,1000.0
M,57.0,12.0,11.0,0,0,6600.0
F,48.0,9.0,5.0,0,0,6000.0
F,47.0,11.0,27.0,0,0,6000.0
F,53.0,17.0,3.0,2,1,19958.73
F,73.0,9.0,3.0,1,1,15010.73
F,77.0,10.0,4.0,0,0,1000.0
F,65.0,6.0,8.0,0,0,23000.02
F,69.0,8.0,30.0,0,0,12000.0
F,26.0,11.0,9.0,2,1,300.0
F,57.0,8.0,3.0,0,0,6000.0
F,50.0,15.0,11.0,0,0,4500.0
F,55.0,7.0,3.0,0,0,3000.0
F,64.0,4.0,2.0,0,0,12000.0
F,32.0,5.0,4.0,1,1,250.0
M,65.0,16.0,7.0,0,0,3000.0
F,77.0,8.0,28.0,0,0,6000.0
F,43.0,7.0,7.0,1,1,6053.35
M,46.0,5.0,3.0,0,0,11303.5
F,73.0,8.0,32.0,0,0,19000.0
F,60.0,13.0,9.0,1,1,300.0
F,33.0,7.0,5.0,1,1,1250.0
M,71.0,10.0,5.0,1,1,3000.0
F,40.0,8.0,4.0,0,0,3000.0
F,35.0,15.0,9.0,1,1,1500.0
M,58.0,10.0,9.0,0,0,2500.0
F,58.0,6.0,2.0,0,0,6000.0
F,53.0,8.0,8.0,0,0,12000.0
F,73.0,5.0,6.0,0,0,6000.0
F,54.0,8.0,3.0,0,0,24649.14
F,75.0,7.0,8.0,0,0,7000.0
F,72.0,8.0,4.0,0,0,2400.0
M,63.0,9.0,2.0,0,0,6000.0
F,63.0,12.0,8.0,0,0,3000.0
M,65.0,6.0,7.0,0,0,5089.7
M,43.0,10.0,3.0,1,1,6000.0
F,53.0,9.0,3.0,0,0,6000.0
M,54.0,9.0,11.0,0,0,2884.28
F,64.0,8.0,9.0,0,0,840.0
M,55.0,6.0,4.0,0,0,20000.0
F,73.0,6.0,16.0,0,0,1000.0
M,60.0,8.0,2.0,0,0,11000.0
F,52.0,10.0,7.0,1,1,6053.35
F,39.0,10.0,5.0,1,1,6000.0
F,57.0,6.0,2.0,0,0,2000.0
F,52.0,11.0,6.0,1,1,20000.0
F,52.0,11.0,8.0,0,0,600.0
M,72.0,10.0,4.0,0,0,6000.0
F,74.0,5.0,21.0,0,0,2000.0
M,53.0,6.0,9.0,0,0,3000.0
F,53.0,10.0,5.0,0,0,6000.0
F,70.0,11.0,13.0,1,1,12000.0
F,43.0,7.0,7.0,0,0,9000.0
M,62.0,9.0,9.0,0,0,1500.0
M,56.0,3.0,5.0,0,0,6000.0
F,74.0,13.0,2.0,0,0,9445.75
F,32.0,8.0,2.0,0,0,5000.0
F,75.0,13.0,9.0,1,1,5000.0
M,56.0,10.0,12.0,0,0,5992.23
